FoodName,FoodGroup,FoodSubGroup,PerServingHouseholdMeasure,CarbohydrateAmount_g,CholesterolAmount_mg,DietaryFibreAmount_g,EnergyAmount_kcal,GlycemicIndexAmount,ProteinAmount_g,SugarAmount_g,MonounsaturatedFatAmount_g,PolyunsaturatedFatAmount_g,SaturatedFatAmount_g,TotalFatAmount_g,Vegan,Vegetarian,Halal,ContainsBeef
"Breadfruit, raw, peeled",VEGETABLE AND VEGETABLE PRODUCTS,"Starchy roots,tubers,corms and stems",Slice (50g),10.0,,1.4,44.93,,0.65,,,,,0.25,True,True,True,False
"Breakfast cereal, flavoured, contains whole grains",CEREAL AND CEREAL PRODUCTS,Breakfast cereals,Bowl-rice (11and 1/2 cm) (30g),19.38,0.0,1.35,100.2,,1.92,11.52,0.69,0.33,0.65,1.67,True,True,True,False
"Breakfast cereal, flavoured, not whole grains",CEREAL AND CEREAL PRODUCTS,Breakfast cereals,Bowl-rice (11and 1/2 cm) (30g),20.52,0.0,0.54,95.7,,1.86,8.82,0.1,0.17,0.43,0.69,True,True,True,False
"Breakfast cereal, mixed, contains whole grains",CEREAL AND CEREAL PRODUCTS,Breakfast cereals,Bowl-rice (11and 1/2 cm) (30g),17.55,0.0,1.98,96.6,,2.61,6.84,1.03,0.53,0.23,1.79,True,True,True,False
"Breakfast cereal, mixed, not whole grains",CEREAL AND CEREAL PRODUCTS,Breakfast cereals,Bowl-rice (11and 1/2 cm) (30g),22.26,0.0,0.93,112.2,,2.22,6.78,0.76,0.4,0.43,1.59,True,True,True,False
"Breakfast cereal, plain, contains whole grains",CEREAL AND CEREAL PRODUCTS,Breakfast cereals,Bowl-rice (11and 1/2 cm) (30g),19.47,0.0,1.74,95.4,,2.25,6.39,0.3,0.43,0.2,0.93,True,True,True,False
"Breakfast cereal, plain, not whole grains",CEREAL AND CEREAL PRODUCTS,Breakfast cereals,Bowl-rice (11and 1/2 cm) (30g),20.46,0.0,0.66,92.7,,2.07,2.4,0.06,0.15,0.11,0.3,True,True,True,False
"Breakfast cereal, wholegrain, with dried fruits/nuts (HCS)",HEALTHIER CHOICE SYMBOL (HCS) PRODUCTS,Cereal & cereal products,Bowl-rice (11and 1/2 cm) (30g),18.51,0.0,2.25,94.5,,2.55,7.2,0.63,0.29,0.22,1.14,True,True,True,False
"Bream, African, raw",FISH AND FISH PRODUCTS,Fish and roe,Whole (216g),2.59,131.76,0.0,205.2,,35.42,,1.46,1.46,2.18,5.83,True,True,True,False
"Bream, red, African, raw",FISH AND FISH PRODUCTS,Fish and roe,Whole (294g),0.88,179.34,0.0,282.48,,57.92,,1.41,1.38,2.0,5.29,True,True,True,False
"Bream, threadfin, Japanese, raw",FISH AND FISH PRODUCTS,Fish and roe,Whole (166g),1.83,89.64,0.0,180.72,,30.54,0.0,1.69,1.06,2.87,5.69,True,True,True,False
Brewed coffee,BEVERAGES,Non-alcoholic beverages,1 portion (155g),0.62,0.0,0.0,3.7,,0.16,0.62,0.0,0.0,0.0,0.0,True,True,True,False
Brinjal pachadi,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Vegetable based dishes,Bowl-soup (16 and 1/2 cm) (127g),31.62,0.0,3.81,227.33,,1.4,20.96,4.52,1.63,3.98,10.67,True,True,True,False
"Broad bean without shell, with added salt, deep-fried","MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE","Local cakes, desserts and snacks",Packet (200g),105.0,0.0,24.6,936.0,,47.6,10.4,6.0,5.04,15.24,36.2,True,True,True,False
"Broccoli, boiled",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables, non-leafy (eg sweetcorn, beansprouts)",Half Cup (79.8g),4.04,0.0,2.31,22.34,,2.38,,0.02,0.13,0.04,0.28,True,True,True,False
"Broccoli, raw",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables, non-leafy (eg sweetcorn, beansprouts)",Whole (154g),4.31,0.0,5.85,44.54,,6.31,4.31,0.0,0.0,0.0,0.15,True,True,True,False
"Brown rice bee hoon, fried, plain",CEREAL AND CEREAL PRODUCTS,Pasta and noodles and 'dough wrappers',Plate-23cm (299g),86.71,0.0,5.08,451.49,,6.28,3.89,3.5,1.2,3.74,8.97,True,True,True,False
Brown rice cooked,CEREAL AND CEREAL PRODUCTS,Grains and flours,Bowl-rice (11and 1/2 cm) (230g),57.04,0.0,3.45,273.7,149.5,7.13,0.0,0.76,0.64,0.51,1.84,True,True,True,False
"Brown rice kway teow, cooked",CEREAL AND CEREAL PRODUCTS,Pasta and noodles and 'dough wrappers',Bowl-rice (11and 1/2 cm) (200g),57.6,0.0,2.0,262.0,,2.7,0.0,1.0,0.34,1.08,2.52,True,True,True,False
"Brown rice laksa noodles, cooked",CEREAL AND CEREAL PRODUCTS,Pasta and noodles and 'dough wrappers',Bowl-rice (11and 1/2 cm) (200g),72.2,0.0,2.7,312.0,,3.4,0.0,0.36,0.12,0.18,0.9,True,True,True,False
"Brown rice porridge, plain",CEREAL AND CEREAL PRODUCTS,Grains and flours,Bowl-rice (11and 1/2 cm) (256g),14.85,0.0,0.77,76.8,,3.07,0.0,0.15,0.13,0.1,0.51,True,True,True,False
"Brown rice yellow noodles, raw",CEREAL AND CEREAL PRODUCTS,Pasta and noodles and 'dough wrappers',Bowl-rice (11and 1/2 cm) (200g),78.6,0.0,3.6,388.0,166.0,10.2,2.6,1.02,1.74,0.6,3.8,True,True,True,False
"Brussel sprouts, raw",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables, non-leafy (eg sweetcorn, beansprouts)",Cup (129.41g),2.72,0.0,5.82,46.45,,4.92,2.72,,,,0.39,True,True,True,False
Bubble tea pearl,MISCELLANEOUS,Others,Bowl-dessert (15 cm) (313g),110.18,0.0,3.13,441.33,,0.0,22.22,0.0,0.0,0.0,0.0,True,True,True,False
Bubor cha cha,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE","Local cakes, desserts and snacks",Packet (355g),52.19,0.0,8.17,536.05,,6.75,37.99,2.2,0.64,30.1,33.73,True,True,True,False
Bubor cha cha (2018),"SUGARS, SWEETS AND CONFECTIONERY","Desserts (puddings, mousses)",Bowl-dessert (15 cm) (358g),32.58,,2.15,358.0,,3.58,19.33,1.4,0.47,21.73,23.7,True,True,True,False
Bubur kanji,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Cereal based dishes,Bowl-soup (16 and 1/2 cm) (376.5g),37.05,25.23,1.92,344.5,,12.95,0.6,6.55,5.08,3.69,16.04,True,True,True,False
Bubur terigu,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE","Local cakes, desserts and snacks",1 portion (400g),72.4,-4.0,4.8,336.0,,4.4,39.2,0.16,0.2,1.96,3.2,True,True,True,False
"Bulgar, cooked",CEREAL AND CEREAL PRODUCTS,Grains and flours,Cup (182g),25.63,0.0,8.19,151.06,,5.61,0.18,0.06,0.18,0.08,0.44,True,True,True,False
Bulgogi Gimbap (Korean Rice Roll with Spicy Beef),"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Cereal based dishes,1 portion (185g),27.75,,1.85,229.4,,14.43,3.89,2.65,1.24,2.7,6.83,True,True,True,False
"Bulgur, boiled",CEREAL AND CEREAL PRODUCTS,Grains and flours,Cup (265g),45.58,0.0,11.93,227.9,,8.22,0.0,0.27,0.53,0.27,1.06,True,True,True,False
"Bulgur, dried",CEREAL AND CEREAL PRODUCTS,Grains and flours,Cup (180g),108.18,0.0,21.78,580.91,,17.82,1.44,0.36,1.44,0.54,3.06,True,True,True,False
"Bulgur, soaked",CEREAL AND CEREAL PRODUCTS,Grains and flours,Cup (205g),62.12,0.0,6.5,311.6,,10.66,0.82,0.21,1.23,0.41,1.85,True,True,True,False
"Bun, chicken curry",CEREAL AND CEREAL PRODUCTS,"Buns (baked and steamed,plain and with sweet fillings)",Whole (78.5g),31.79,4.71,1.73,214.31,,6.36,0.0,2.12,0.63,3.77,6.75,False,False,False,True
"Bun, cinnamon",CEREAL AND CEREAL PRODUCTS,"Buns (baked and steamed,plain and with sweet fillings)",1 portion (79g),45.5,7.9,1.42,282.03,,5.45,9.56,2.63,0.85,4.52,8.69,True,True,True,False
"Bun, coconut",CEREAL AND CEREAL PRODUCTS,"Buns (baked and steamed,plain and with sweet fillings)",Whole (69g),26.5,0.0,4.0,229.08,,5.04,10.21,2.42,0.62,7.94,11.45,True,True,True,False
"Bun, custard",CEREAL AND CEREAL PRODUCTS,"Buns (baked and steamed,plain and with sweet fillings)",Piece (63g),24.7,19.53,1.45,178.29,,5.86,6.49,1.85,0.62,2.54,5.42,True,True,True,False
"Bun, dried shrimp",CEREAL AND CEREAL PRODUCTS,"Buns (baked and steamed,plain and with sweet fillings)",Piece (80g),29.28,46.4,2.48,275.2,,10.72,9.12,4.88,1.28,6.08,12.8,True,True,True,False
"Bun, fruit, glazed",CEREAL AND CEREAL PRODUCTS,"Buns (baked and steamed,plain and with sweet fillings)",Piece (80g),37.92,1.6,2.72,207.66,,5.52,11.92,1.2,0.64,0.8,3.2,True,True,True,False
"Bun, fruit, iced",CEREAL AND CEREAL PRODUCTS,"Buns (baked and steamed,plain and with sweet fillings)",Piece (75g),35.03,3.0,2.48,222.45,,7.35,11.33,1.73,0.83,2.25,6.0,True,True,True,False
"Bun, melon",CEREAL AND CEREAL PRODUCTS,"Buns (baked and steamed,plain and with sweet fillings)",Whole (61g),26.41,26.23,0.92,186.05,,5.06,10.0,2.06,0.49,2.96,5.8,True,True,True,False
"Bun, pork floss",CEREAL AND CEREAL PRODUCTS,"Buns (baked and steamed,plain and with sweet fillings)",Piece (78g),31.36,37.44,1.33,336.96,30.42,9.98,6.55,5.6,8.53,3.67,19.11,False,False,False,True
"Bun, sausage",CEREAL AND CEREAL PRODUCTS,"Buns (baked and steamed,plain and with sweet fillings)",Piece (70g),23.73,43.4,0.98,198.8,,7.84,0.0,3.01,1.54,3.15,8.05,True,True,True,False
"Bun, steamed",CEREAL AND CEREAL PRODUCTS,Breads and rolls,Whole (50.44g),21.79,0.0,0.5,104.92,,3.13,9.18,0.0,0.0,0.0,0.61,True,True,True,False
"Bun, sugared",CEREAL AND CEREAL PRODUCTS,"Buns (baked and steamed,plain and with sweet fillings)",Whole (55g),29.7,0.0,1.54,177.1,,5.17,0.0,0.61,0.22,1.87,4.07,True,True,True,False
"Bun, susi",CEREAL AND CEREAL PRODUCTS,"Buns (baked and steamed,plain and with sweet fillings)",Whole (71.2g),28.05,31.33,0.85,217.16,,8.69,0.0,2.56,1.21,3.63,7.76,True,True,True,False
"Bun, sweet, with dried fruit",CEREAL AND CEREAL PRODUCTS,"Buns (baked and steamed,plain and with sweet fillings)",1 portion (80g),37.92,1.6,2.72,207.2,,5.52,11.92,1.2,0.64,0.8,3.2,True,True,True,False
"Bun, tuna","MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE","Local cakes, desserts and snacks",Piece (79g),26.43,45.77,1.58,238.69,,9.68,6.68,3.73,2.39,3.9,10.51,True,True,True,False
"Bun, with sugar coated topping",CEREAL AND CEREAL PRODUCTS,"Buns (baked and steamed,plain and with sweet fillings)",Whole (20g),9.24,3.4,0.32,61.4,,1.54,2.58,0.7,0.19,1.04,2.04,True,True,True,False
"Burger, Big Mac, McDonalds'",FAST FOODS,All fast food outlets in alphabetical order,Whole (204g),49.0,51.0,5.0,522.24,,24.48,6.32,9.0,4.0,11.51,26.01,True,True,True,False
"Burger, double whopper with cheese, Burger King",FAST FOODS,All fast food outlets in alphabetical order,Piece (375g),44.7,176.25,6.0,997.5,,52.5,13.54,23.62,11.2,26.24,63.98,True,True,True,False
Butter Sugar Toast,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Cereal based dishes,1 portion (64g),30.85,,1.09,270.08,,4.03,8.13,3.3,0.51,10.06,14.49,True,True,True,False
"Butter and canola oil spread, reduced fat (44%) and salt",OILS AND FATS,"Animal fat (incl butter, ghee, lard, drippings, tallow etc)",Teaspoon (5g),0.01,6.0,0.0,20.49,,0.21,0.01,0.74,0.23,1.17,2.22,True,True,True,False
Butter cake,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE","Local cakes, desserts and snacks",Slice (90g),46.64,181.75,1.02,360.63,,5.41,27.14,5.11,0.95,9.56,17.13,True,True,True,False
Butter cookies,CEREAL AND CEREAL PRODUCTS,Biscuits(eg crackers),Piece (6g),3.9,2.42,0.08,30.42,,0.35,1.51,0.38,0.09,0.87,1.49,False,False,False,False
Butter crab,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Fish and seafood based dishes,Plate-23cm (288g),28.22,279.36,0.0,861.12,,45.22,0.86,25.06,5.47,29.95,63.07,True,True,True,False
Butter roll,CEREAL AND CEREAL PRODUCTS,Breads and rolls,1 portion (28g),14.84,3.78,0.81,88.76,,2.32,1.65,0.59,0.07,1.26,2.24,False,False,False,False
Butter sugar roll,CEREAL AND CEREAL PRODUCTS,Breads and rolls,Whole (65g),33.35,0.0,1.56,200.85,,5.59,3.71,1.33,0.15,2.54,5.07,False,False,False,False
"Butter, salted",OILS AND FATS,"Animal fat (incl butter, ghee, lard, drippings, tallow etc)",Tablespoon (25g),0.18,57.0,0.0,180.2,,0.18,0.18,5.28,0.6,13.13,20.2,True,True,True,False
"Butter, unsalted",OILS AND FATS,"Animal fat (incl butter, ghee, lard, drippings, tallow etc)",Teaspoon (6g),0.04,15.12,0.0,44.5,,0.04,0.04,1.31,0.15,3.25,4.99,True,True,True,False
Butterfly cookie,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE","Local cakes, desserts and snacks",Piece (50g),29.4,1.7,1.0,236.0,,3.55,5.15,3.25,0.85,6.95,11.55,True,True,True,False
Butterfly fritter,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE","Local cakes, desserts and snacks",Piece (57g),28.44,0.0,1.08,207.48,,3.82,7.41,2.68,0.97,4.67,8.72,True,True,True,False
Buttermilk,MILK AND MILK PRODUCTS,Milks,Cup (258g),13.93,23.22,0.0,149.36,,10.84,13.93,1.29,0.26,3.35,5.16,True,True,True,False
Cabbage soup with pork ribs,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Vegetable based dishes,Bowl-soup (16 and 1/2 cm) (500g),3.6,45.95,0.5,160.45,,20.05,2.75,2.95,0.7,2.35,6.7,True,True,True,False
"Cabbage, boiled, drained",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables,leafy",Cup (120g),6.61,0.0,2.28,27.6,,1.52,3.35,0.02,0.03,0.0,0.07,True,True,True,False
"Cabbage, celery, chinese, boiled, drained",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables,leafy",Cup (119g),2.87,0.0,0.6,16.66,,1.79,,0.02,0.07,0.04,0.2,True,True,True,False
"Cabbage, celery, straight cylindrical, raw",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables,leafy",One quarter (680g),8.16,0.0,4.76,102.39,,10.88,8.16,0.34,0.68,0.68,2.72,True,True,True,False
"Cabbage, celery, wrapped head, raw",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables,leafy",Whole (906g),7.25,0.0,7.25,93.32,,9.97,7.25,0.91,0.91,0.91,2.72,True,True,True,False
"Cabbage, chinese, salted, raw",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables,leafy",Stalk (274g),21.1,,3.56,110.02,,4.11,20.55,,,,1.1,True,True,True,False
"Cabbage, common, raw",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables,leafy",Cup (70g),2.38,0.0,1.61,15.39,,1.12,2.31,0.01,0.07,0.02,0.14,True,True,True,False
"Cabbage, in coconut milk, stewed","MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Vegetable based dishes,Bowl-soup (16 and 1/2 cm) (271.1g),2.77,36.95,0.76,130.13,,4.34,2.77,0.62,0.14,9.81,11.39,True,True,True,False
"Cabbage, pekinese, dried",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables,leafy",Cup (238g),151.13,,22.37,680.89,,14.76,,,,,1.9,True,True,True,False
"Cabbage, red, raw",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables,leafy",Cup (70g),1.89,0.0,2.38,20.43,,1.54,1.89,,,,0.21,True,True,True,False
"Cabbage, white, chinese, boiled, drained",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables,leafy",Cup (170g),3.03,0.0,2.72,20.4,,2.65,,0.02,0.13,0.04,0.27,True,True,True,False
"Cabbage, white, chinese, raw",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables,leafy",Stalk (87g),1.39,0.0,0.52,13.93,,1.65,1.39,,,,0.17,True,True,True,False
Caesar salad,VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables,leafy",1 portion (213g),5.71,10.65,3.41,93.72,,6.77,4.43,0.98,0.3,2.52,4.37,True,True,True,False
Cafe 26 oriental salad dressing,MISCELLANEOUS,Salad dressings,Dessertspoon (10g),4.4,,,85.0,,0.1,4.15,,,,0.15,True,True,True,False
Cafe 26 tangy salad dressing,MISCELLANEOUS,Salad dressings,Dessertspoon (10g),3.2,,,74.0,,0.2,2.4,,,0.1,0.1,True,True,True,False
"Cake, bean","MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE","Local cakes, desserts and snacks",Piece (15g),8.6,0.0,0.32,61.65,,1.59,6.09,0.96,0.78,0.49,2.34,True,True,True,False
"Cake, black forest, commercial",CEREAL AND CEREAL PRODUCTS,"Cakes and pastries(eg cakes mixes,croissants)",Slice (74g),30.04,48.1,2.07,258.64,,2.81,22.2,4.07,0.81,8.29,14.28,True,True,True,False
"Cake, carrot, with cream cheese frosting",CEREAL AND CEREAL PRODUCTS,"Buns (baked and steamed,plain and with sweet fillings)",Piece (60g),18.0,27.6,0.6,144.6,,1.2,,,2.4,1.8,7.8,False,False,False,False
"Cake, chocolate, homemade",CEREAL AND CEREAL PRODUCTS,"Cakes and pastries(eg cakes mixes,croissants)",Piece (55g),24.7,57.75,0.83,201.97,,3.8,10.67,2.64,0.39,6.11,9.85,False,False,False,False
"Cake, fruit, dark, uniced, commercial",CEREAL AND CEREAL PRODUCTS,"Cakes and pastries(eg cakes mixes,croissants)",Slice (60g),32.16,14.4,1.8,202.97,,3.18,24.24,2.76,1.08,2.46,6.96,True,True,True,False
"Cake, fruit, light, uniced, commercial",CEREAL AND CEREAL PRODUCTS,"Cakes and pastries(eg cakes mixes,croissants)",Slice (60g),32.16,31.2,1.98,215.45,,2.94,20.94,3.18,0.66,4.08,8.34,True,True,True,False
"Cake, fruit, uniced, homemade",CEREAL AND CEREAL PRODUCTS,"Cakes and pastries(eg cakes mixes,croissants)",Slice (60g),32.7,22.2,1.74,193.49,,2.64,21.18,1.62,0.24,3.6,5.82,True,True,True,False
"Cake, plain, commercial",CEREAL AND CEREAL PRODUCTS,"Cakes and pastries(eg cakes mixes,croissants)",Slice (40g),18.76,30.0,0.48,141.3,,3.28,10.12,2.12,0.48,2.84,6.12,True,True,True,False
"Cake, plain, uniced, homemade",CEREAL AND CEREAL PRODUCTS,"Cakes and pastries(eg cakes mixes,croissants)",Slice (40g),19.68,36.4,0.64,151.1,,2.88,6.88,1.84,0.28,4.2,6.76,True,True,True,False
"Cake, rice, with soya sauce, Japanese","MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE","Local cakes, desserts and snacks",Stick (58g),28.07,0.0,0.17,120.06,,1.39,14.56,0.0,0.0,0.0,0.29,True,True,True,False
"Cake, sponge, plain, with jam and cream, commercial",CEREAL AND CEREAL PRODUCTS,"Cakes and pastries(eg cakes mixes,croissants)",Slice (54g),24.89,39.42,0.49,175.18,,2.54,17.66,1.46,0.38,5.4,7.56,False,False,False,False
"Cake, walnut","MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE","Local cakes, desserts and snacks",Piece (45g),15.84,75.51,0.39,206.1,,3.4,9.6,3.74,2.12,7.85,14.35,True,True,True,False
"Candy bar, chocolate caramel","SUGARS, SWEETS AND CONFECTIONERY",Confectionery (eg chocolates),1 portion (55g),30.2,0.0,3.03,278.85,,2.15,28.31,6.17,0.54,11.04,18.81,True,True,True,False
"Candy bar, chocolate, with coconut cream","SUGARS, SWEETS AND CONFECTIONERY",Confectionery (eg chocolates),Packet (53g),27.61,4.24,3.92,225.44,,2.39,23.48,1.86,0.27,9.22,11.87,True,True,True,False
"Candy bar, chocolate, with nuts and caramel","SUGARS, SWEETS AND CONFECTIONERY",Confectionery (eg chocolates),Packet (57g),33.75,7.41,1.43,273.03,,4.56,28.09,5.96,2.8,5.13,14.01,True,True,True,False
"Candy, coconut","SUGARS, SWEETS AND CONFECTIONERY",Confectionery (eg chocolates),Piece (74g),46.55,,0.0,318.18,,3.11,,,,,13.25,True,True,True,False
"Candy, creamy,white rabbit","MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE","Local cakes, desserts and snacks",Piece (24g),20.66,1.92,0.0,98.88,,0.72,9.6,0.47,0.12,0.75,1.51,True,True,True,False
"Candy, peanut and sesame","MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE","Local cakes, desserts and snacks",Piece (43g),17.43,0.0,1.89,217.92,,6.55,14.81,5.7,4.67,2.59,13.56,True,True,True,False
Canned luncheon meat,MEAT AND MEAT PRODUCTS,Pork,Slice (46.7g),1.96,23.35,0.33,146.17,,4.34,0.0,6.3,1.35,5.14,13.45,True,True,True,False
"Canned sardines, with onion and tomato, stir fried","MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Fish and seafood based dishes,Plate-16cm (81.68g),2.21,17.75,1.36,93.93,,7.6,0.2,2.16,0.95,2.7,6.04,True,True,True,False
Cappucino,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Beverages,1 portion (197g),10.44,7.88,1.97,76.83,,5.32,4.73,0.43,0.08,0.89,1.58,True,True,True,False
Caramel liquid colour,MISCELLANEOUS,Others,Gram (1g),0.65,0.0,,1.5,,0.0,,0.0,0.0,0.0,0.0,True,True,True,False
Caramel macchiato,BEVERAGES,Non-alcoholic beverages,Cup (500g),50.0,51.25,0.3,523.85,,17.3,41.15,7.35,0.9,16.7,26.3,False,False,False,False
"Caramels, confectionery","SUGARS, SWEETS AND CONFECTIONERY",Confectionery (eg chocolates),Whole (12g),8.94,1.68,0.18,46.51,,0.3,6.55,0.23,0.04,1.04,1.37,True,True,True,False
Caraway seed,MISCELLANEOUS,"Herbs, spices, condiments",Tablespoon (6.7g),3.34,0.0,2.55,22.31,,1.32,0.0,0.48,0.22,0.04,0.98,True,True,True,False
Carbonara,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Cereal based dishes,1 portion (394g),64.22,,4.73,744.66,,20.88,3.94,12.29,3.74,27.38,44.72,True,True,True,False
Cardamon seeds,MISCELLANEOUS,"Herbs, spices, condiments",Tablespoon (6g),4.11,0.0,1.68,18.69,,0.65,,0.05,0.03,0.04,0.4,True,True,True,False
"Carp, Javanese, freshwater, raw",FISH AND FISH PRODUCTS,Fish and roe,Piece (121g),0.12,135.52,0.0,176.66,,19.6,,4.08,2.21,3.64,10.89,True,True,True,False
"Carp, big head, raw, freshwater",FISH AND FISH PRODUCTS,Fish and roe,Slice (364g),0.73,407.68,0.0,461.96,,59.33,,9.25,5.02,8.26,24.75,True,True,True,False
"Carp, common, freshwater, raw",FISH AND FISH PRODUCTS,Fish and roe,Slice (285g),5.42,239.4,0.0,253.39,,44.46,,2.74,1.23,1.62,5.99,True,True,True,False
"Carp, freshwater, raw",FISH AND FISH PRODUCTS,Fish and roe,Slice (104g),1.25,87.36,0.0,140.39,,17.99,,2.64,1.44,2.36,7.07,True,True,True,False
"Carp, grass, freshwater, raw",FISH AND FISH PRODUCTS,Fish and roe,Slice (99g),0.0,85.14,0.0,102.39,,16.73,,1.77,0.73,1.43,3.94,True,True,True,False
"Carrageenan gum, powder ME",MISCELLANEOUS,Others,Gram (1g),0.85,0.0,0.85,0.2,,0.05,,0.0,0.0,0.0,0.0,True,True,True,False
"Carrot cake with egg, plain, mashed & fried","MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Cereal based dishes,Plate-20cm (350g),15.4,231.0,5.6,402.5,129.5,12.25,,13.93,4.48,14.04,32.55,True,True,True,False
Carrot juice,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Beverages,Cup (294g),19.99,0.0,2.06,91.14,,1.18,10.0,2.94,0.26,0.15,0.59,True,True,True,False
Carrot soup with potato and pork ribs,"MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Vegetable based dishes,Bowl-soup (16 and 1/2 cm) (765.6g),19.14,99.53,6.12,283.62,,30.62,,3.06,1.53,3.83,9.19,True,True,True,False
"Carrot, boiled",VEGETABLE AND VEGETABLE PRODUCTS,"Starchy roots,tubers,corms and stems",Whole (big) (206g),21.59,0.0,6.8,92.7,,2.25,21.49,0.02,0.18,0.07,0.37,True,True,True,False
"Carrot, cauliflower, snow peas, and mushroom, stir fried","MIXED ETHNIC DISHES, ANALYZED IN SINGAPORE",Vegetable based dishes,Plate-23cm (310.6g),12.73,0.0,9.63,220.48,,7.14,,5.28,2.17,7.45,15.53,True,True,True,False
"Carrot, dehydrated",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables, non-leafy (eg sweetcorn, beansprouts)",Cup (74g),47.14,,9.77,250.12,,5.85,,,,,1.63,True,True,True,False
"Carrot, green apple, orange juice",BEVERAGES,Non-alcoholic beverages,Cup (407g),15.06,,0.0,65.12,,0.81,15.06,0.0,0.0,0.0,0.0,True,True,True,False
"Carrot, mature, raw, peeled",VEGETABLE AND VEGETABLE PRODUCTS,"Starchy roots,tubers,corms and stems",Whole (162.37g),8.12,0.0,6.33,51.28,,1.3,8.12,0.0,0.0,0.0,0.16,True,True,True,False
"Carrots, baby, raw",VEGETABLE AND VEGETABLE PRODUCTS,"Starchy roots,tubers,corms and stems",Piece (10g),0.53,0.0,0.29,3.5,,0.06,0.48,0.0,0.01,0.0,0.01,True,True,True,False
"Cashew leaf, raw",VEGETABLE AND VEGETABLE PRODUCTS,"Vegetables,leafy",Cup (45g),2.03,,0.9,15.75,,1.71,,,,,0.09,True,True,True,False
Cashew nut cookies,CEREAL AND CEREAL PRODUCTS,Biscuits(eg crackers),Piece (12g),7.49,5.18,0.22,62.04,,0.94,1.43,1.11,0.22,1.59,3.16,True,True,True,False
"Casserole base, dry mix",OTHER MIXED ETHNIC DISHES,Meat based dishes,Packet (48g),34.7,4.32,2.83,179.04,,3.41,9.17,,,,2.35,True,True,True,False
"Castella cake, cheese-flavoured",CEREAL AND CEREAL PRODUCTS,"Cakes and pastries(eg cakes mixes,croissants)",Whole (597g),147.46,,5.97,1629.81,,61.49,84.77,27.58,30.86,29.13,88.18,False,False,False,False
"Catfish eel, fried",OTHER MIXED ETHNIC DISHES,Fish and seafood based dishes,Piece (60g),1.68,61.8,0.18,152.44,,17.22,,3.23,0.81,4.1,8.52,True,True,True,False
"Catfish, eel, raw",FISH AND FISH PRODUCTS,Fish and roe,Whole (130g),1.56,,,156.0,,22.75,,,,,6.5,True,True,True,False
"Catfish, freshwater, raw",FISH AND FISH PRODUCTS,Fish and roe,Piece (51g),0.61,27.03,0.0,89.49,,9.33,,1.38,0.85,3.12,5.52,True,True,True,False
"Catfish, giant, sea, raw",FISH AND FISH PRODUCTS,Fish and roe,Whole (488g),3.42,444.08,0.0,380.64,,89.3,,0.28,0.27,0.31,0.98,True,True,True,False
"Catfish, river, raw",FISH AND FISH PRODUCTS,Fish and roe,Whole (210g),1.89,111.3,0.0,174.3,,37.38,,0.98,0.02,0.45,1.89,True,True,True,False
